id,batchID,batchIDLastChangedAt,chat,director,chatLastChangedAt,correct,correctLastChangedAt,ended,endedLastChangedAt,gameID,gameIDLastChangedAt,index,indexLastChangedAt,numTrials,numTrialsLastChangedAt,repNum,repNumLastChangedAt,reps,repsLastChangedAt,response,responseLastChangedAt,stageIndex,stageIndexLastChangedAt,start,startLastChangedAt,tangramURLs,tangramURLsLastChangedAt,target,targetLastChangedAt,targetNum,targetNumLastChangedAt,trialNum,trialNumLastChangedAt
01JGZ3ZNB8KMYVF62VCSG92D4D,01JGZ1HQ2ACP5KAXQKEVQPZFA0,2025-01-07T00:52:38.376446643Z,"[{""text"":""Just as I was clicking it."",""sender"":{""id"":""01JGZ3JVRYF6NH3RSEDXMAK58V"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""that one is tough to describe"",""sender"":{""id"":""01JGZ3TKY23CBK2JNRRAK6CSZC"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""This one is really spikey'"",""sender"":{""id"":""01JGZ3JVRYF6NH3RSEDXMAK58V"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",01JGZ3JVRYF6NH3RSEDXMAK58V,2025-01-07T01:10:10.181071793Z,TRUE,2025-01-07T01:10:18.121995842Z,TRUE,2025-01-07T01:10:18.020923344Z,01JGZ1HQ3D5SE9KTKE87QW9STN,2025-01-07T00:52:38.376446643Z,17,2025-01-07T00:52:38.376446643Z,65,2025-01-07T00:52:38.376446643Z,1,2025-01-07T00:52:38.376446643Z,4,2025-01-07T00:52:38.376446643Z,/tangrams/45_457.png,2025-01-07T01:10:18.121995842Z,2,2025-01-07T00:52:43.881408715Z,TRUE,2025-01-07T01:09:48.555583694Z,"[""/tangrams/45_457.png"",""/tangrams/180_294.png"",""/tangrams/420_52.png"",""/tangrams/436_13.png""]",2025-01-07T00:52:38.376446643Z,/tangrams/45_457.png,2025-01-07T00:52:38.376446643Z,2,2025-01-07T00:52:38.376446643Z,17,2025-01-07T00:52:38.376446643Z
01JGZ1X5SPSBX9MAEF11ZVDSHX,01JGZ1J4W56VM27P6SXN8FAEF4,2025-01-07T00:16:19.76695409Z,"[{""text"":""ready"",""sender"":{""id"":""01JGZ1SJWNZE8QE3NNJR20DXCP"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""white lozenge"",""sender"":{""id"":""01JGZ1STC3KCA5ZBRR6JQ5QT7E"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",01JGZ1STC3KCA5ZBRR6JQ5QT7E,2025-01-07T00:39:52.623100625Z,TRUE,2025-01-07T00:40:00.519803128Z,TRUE,2025-01-07T00:40:00.473858181Z,01JGZ1J4WMY7MA81TRZB8H2YG3,2025-01-07T00:16:19.76695409Z,56,2025-01-07T00:16:19.76695409Z,65,2025-01-07T00:16:19.76695409Z,3,2025-01-07T00:16:19.76695409Z,4,2025-01-07T00:16:19.76695409Z,/tangrams/422_236.png,2025-01-07T00:40:00.519803128Z,2,2025-01-07T00:16:20.925710842Z,TRUE,2025-01-07T00:39:43.285460332Z,"[""/tangrams/189_309.png"",""/tangrams/422_236.png"",""/tangrams/115_220.png"",""/tangrams/221_130.png""]",2025-01-07T00:16:19.76695409Z,/tangrams/422_236.png,2025-01-07T00:16:19.76695409Z,9,2025-01-07T00:16:19.76695409Z,56,2025-01-07T00:16:19.76695409Z
01JGZ1YQVXTA7CH5RB2JEMK31Y,01JGZ1JTF0VX78WKWJN6R8GA1B,2025-01-07T00:17:11.037440363Z,"[{""text"":""Egyptian with back pack"",""sender"":{""id"":""01JGZ1T59TW9YKBB2WEVWYAQ9H"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",01JGZ1T59TW9YKBB2WEVWYAQ9H,2025-01-07T00:41:15.891114571Z,TRUE,2025-01-07T00:41:22.165978684Z,TRUE,2025-01-07T00:41:22.11282865Z,01JGZ1JTFPNZ10B2SXBEYNMS9G,2025-01-07T00:17:11.037440363Z,43,2025-01-07T00:17:11.037440363Z,65,2025-01-07T00:17:11.037440363Z,2,2025-01-07T00:17:11.037440363Z,4,2025-01-07T00:17:11.037440363Z,/tangrams/100_18.png,2025-01-07T00:41:22.165978684Z,2,2025-01-07T00:17:11.811691481Z,TRUE,2025-01-07T00:41:00.565698071Z,"[""/tangrams/145_267.png"",""/tangrams/428_305.png"",""/tangrams/100_18.png"",""/tangrams/214_421.png""]",2025-01-07T00:17:11.037440363Z,/tangrams/100_18.png,2025-01-07T00:17:11.037440363Z,12,2025-01-07T00:17:11.037440363Z,43,2025-01-07T00:17:11.037440363Z
01JGZ2H5AS6JQKTWN83BWGRPTW,01JGZ1J1RQ9RJWEWNQW6SZWDX9,2025-01-07T00:27:14.649287827Z,,,,,,FALSE,2025-01-07T00:27:14.649287827Z,01JGZ1J1SBA646C45Q9V7SKXN9,2025-01-07T00:27:14.649287827Z,14,2025-01-07T00:27:14.649287827Z,65,2025-01-07T00:27:14.649287827Z,0,2025-01-07T00:27:14.649287827Z,4,2025-01-07T00:27:14.649287827Z,,,2,2025-01-07T00:27:15.417204993Z,FALSE,2025-01-07T00:27:14.649287827Z,"[""/tangrams/25_141.png"",""/tangrams/18_134.png"",""/tangrams/265_277.png"",""/tangrams/184_97.png""]",2025-01-07T00:27:14.649287827Z,/tangrams/265_277.png,2025-01-07T00:27:14.649287827Z,15,2025-01-07T00:27:14.649287827Z,14,2025-01-07T00:27:14.649287827Z
01JGZ2H5ERCX7Q13KVZW57V5SZ,01JGZ1J1RQ9RJWEWNQW6SZWDX9,2025-01-07T00:27:14.7764174Z,,,,,,FALSE,2025-01-07T00:27:14.7764174Z,01JGZ1J1SBA646C45Q9V7SKXN9,2025-01-07T00:27:14.7764174Z,26,2025-01-07T00:27:14.7764174Z,65,2025-01-07T00:27:14.7764174Z,1,2025-01-07T00:27:14.7764174Z,4,2025-01-07T00:27:14.7764174Z,,,2,2025-01-07T00:27:15.846957555Z,FALSE,2025-01-07T00:27:14.7764174Z,"[""/tangrams/225_360.png"",""/tangrams/432_105.png"",""/tangrams/12_139.png"",""/tangrams/456_8.png""]",2025-01-07T00:27:14.7764174Z,/tangrams/456_8.png,2025-01-07T00:27:14.7764174Z,11,2025-01-07T00:27:14.7764174Z,26,2025-01-07T00:27:14.7764174Z
01JGZ3ZNKDVVZXPNTFSWKM1M84,01JGZ1HQ2ACP5KAXQKEVQPZFA0,2025-01-07T00:52:38.637324476Z,"[{""text"":""hook on the right side"",""sender"":{""id"":""01JGZ3TKY23CBK2JNRRAK6CSZC"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",01JGZ3TKY23CBK2JNRRAK6CSZC,2025-01-07T01:15:35.566593936Z,TRUE,2025-01-07T01:15:43.271075331Z,TRUE,2025-01-07T01:15:43.175861305Z,01JGZ1HQ3D5SE9KTKE87QW9STN,2025-01-07T00:52:38.637324476Z,28,2025-01-07T00:52:38.637324476Z,65,2025-01-07T00:52:38.637324476Z,1,2025-01-07T00:52:38.637324476Z,4,2025-01-07T00:52:38.637324476Z,/tangrams/36_145.png,2025-01-07T01:15:43.271075331Z,2,2025-01-07T00:52:46.050613846Z,TRUE,2025-01-07T01:15:25.739691899Z,"[""/tangrams/36_145.png"",""/tangrams/176_75.png"",""/tangrams/420_52.png"",""/tangrams/318_327.png""]",2025-01-07T00:52:38.637324476Z,/tangrams/36_145.png,2025-01-07T00:52:38.637324476Z,13,2025-01-07T00:52:38.637324476Z,28,2025-01-07T00:52:38.637324476Z
01JGZ3ZNX6S430JJE1NJE4X76D,01JGZ1HQ2ACP5KAXQKEVQPZFA0,2025-01-07T00:52:38.950416178Z,"[{""text"":""guy kicking out left leg"",""sender"":{""id"":""01JGZ3TKY23CBK2JNRRAK6CSZC"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",01JGZ3TKY23CBK2JNRRAK6CSZC,2025-01-07T01:18:05.689916207Z,TRUE,2025-01-07T01:18:13.78272466Z,TRUE,2025-01-07T01:18:13.647073667Z,01JGZ1HQ3D5SE9KTKE87QW9STN,2025-01-07T00:52:38.950416178Z,34,2025-01-07T00:52:38.950416178Z,65,2025-01-07T00:52:38.950416178Z,2,2025-01-07T00:52:38.950416178Z,4,2025-01-07T00:52:38.950416178Z,/tangrams/318_327.png,2025-01-07T01:18:13.78272466Z,2,2025-01-07T00:52:47.229352728Z,TRUE,2025-01-07T01:17:54.512423634Z,"[""/tangrams/180_294.png"",""/tangrams/318_327.png"",""/tangrams/11_248.png"",""/tangrams/36_145.png""]",2025-01-07T00:52:38.950416178Z,/tangrams/318_327.png,2025-01-07T00:52:38.950416178Z,3,2025-01-07T00:52:38.950416178Z,34,2025-01-07T00:52:38.950416178Z
01JGZ3ZQ8QV0VNSPK8B4JGFMRQ,01JGZ1HQ2ACP5KAXQKEVQPZFA0,2025-01-07T00:52:40.344021279Z,"[{""text"":""the E"",""sender"":{""id"":""01JGZ3TKY23CBK2JNRRAK6CSZC"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",01JGZ3TKY23CBK2JNRRAK6CSZC,2025-01-07T01:14:07.194399463Z,TRUE,2025-01-07T01:14:14.502704981Z,TRUE,2025-01-07T01:14:14.380139822Z,01JGZ1HQ3D5SE9KTKE87QW9STN,2025-01-07T00:52:40.344021279Z,24,2025-01-07T00:52:40.344021279Z,65,2025-01-07T00:52:40.344021279Z,1,2025-01-07T00:52:40.344021279Z,4,2025-01-07T00:52:40.344021279Z,/tangrams/420_52.png,2025-01-07T01:14:14.502704981Z,2,2025-01-07T00:52:45.357655576Z,TRUE,2025-01-07T01:14:00.735854623Z,"[""/tangrams/36_145.png"",""/tangrams/209_170.png"",""/tangrams/176_75.png"",""/tangrams/420_52.png""]",2025-01-07T00:52:40.344021279Z,/tangrams/420_52.png,2025-01-07T00:52:40.344021279Z,9,2025-01-07T00:52:40.344021279Z,24,2025-01-07T00:52:40.344021279Z
01JGZ1X5S5D3X2SQ603X4J66JB,01JGZ1J4W56VM27P6SXN8FAEF4,2025-01-07T00:16:19.74951049Z,"[{""text"":""ready"",""sender"":{""id"":""01JGZ1SJWNZE8QE3NNJR20DXCP"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""M"",""sender"":{""id"":""01JGZ1STC3KCA5ZBRR6JQ5QT7E"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",01JGZ1STC3KCA5ZBRR6JQ5QT7E,2025-01-07T00:31:56.141304521Z,TRUE,2025-01-07T00:32:01.365874511Z,TRUE,2025-01-07T00:32:01.335908419Z,01JGZ1J4WMY7MA81TRZB8H2YG3,2025-01-07T00:16:19.74951049Z,36,2025-01-07T00:16:19.74951049Z,65,2025-01-07T00:16:19.74951049Z,2,2025-01-07T00:16:19.74951049Z,4,2025-01-07T00:16:19.74951049Z,/tangrams/85_112.png,2025-01-07T00:32:01.365874511Z,2,2025-01-07T00:16:20.580992552Z,TRUE,2025-01-07T00:31:49.38902713Z,"[""/tangrams/101_432.png"",""/tangrams/180_241.png"",""/tangrams/115_220.png"",""/tangrams/85_112.png""]",2025-01-07T00:16:19.74951049Z,/tangrams/85_112.png,2025-01-07T00:16:19.74951049Z,5,2025-01-07T00:16:19.74951049Z,36,2025-01-07T00:16:19.74951049Z
01JGZ4AJGDG03H05175TYAJQYR,01JGZ1JZ88SWYYRG2SW3JHB9A4,2025-01-07T00:58:35.917879843Z,,,,,,FALSE,2025-01-07T00:58:35.917879843Z,01JGZ1JZ8NW40KBCX0V75X3ASW,2025-01-07T00:58:35.917879843Z,31,2025-01-07T00:58:35.917879843Z,65,2025-01-07T00:58:35.917879843Z,1,2025-01-07T00:58:35.917879843Z,4,2025-01-07T00:58:35.917879843Z,,,2,2025-01-07T00:58:44.663101317Z,FALSE,2025-01-07T00:58:35.917879843Z,"[""/tangrams/38_148.png"",""/tangrams/455_450.png"",""/tangrams/41_69.png"",""/tangrams/152_369.png""]",2025-01-07T00:58:35.917879843Z,/tangrams/38_148.png,2025-01-07T00:58:35.917879843Z,16,2025-01-07T00:58:35.917879843Z,31,2025-01-07T00:58:35.917879843Z
01JGZ1YQWHZCXBE2JFB3AVGBME,01JGZ1JTF0VX78WKWJN6R8GA1B,2025-01-07T00:17:11.057658503Z,"[{""text"":""W"",""sender"":{""id"":""01JGZ1V3JBNF4CFYVAGS88ZS2E"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",01JGZ1V3JBNF4CFYVAGS88ZS2E,2025-01-07T00:45:43.286429389Z,TRUE,2025-01-07T00:45:50.139342773Z,TRUE,2025-01-07T00:45:50.086522031Z,01JGZ1JTFPNZ10B2SXBEYNMS9G,2025-01-07T00:17:11.057658503Z,52,2025-01-07T00:17:11.057658503Z,65,2025-01-07T00:17:11.057658503Z,3,2025-01-07T00:17:11.057658503Z,4,2025-01-07T00:17:11.057658503Z,/tangrams/293_174.png,2025-01-07T00:45:50.139342773Z,2,2025-01-07T00:17:11.977454292Z,TRUE,2025-01-07T00:45:37.99041426Z,"[""/tangrams/264_161.png"",""/tangrams/293_174.png"",""/tangrams/98_374.png"",""/tangrams/183_33.png""]",2025-01-07T00:17:11.057658503Z,/tangrams/293_174.png,2025-01-07T00:17:11.057658503Z,5,2025-01-07T00:17:11.057658503Z,52,2025-01-07T00:17:11.057658503Z
01JGZ23THMS1RS79H9ZJ0HMWA9,01JGZ1J1RQ9RJWEWNQW6SZWDX9,2025-01-07T00:19:57.620864738Z,"[{""text"":""flat top and bottom"",""sender"":{""id"":""01JGZ1Z8415GTZE2EWB2MHN6P2"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""ok"",""sender"":{""id"":""01JGZ1SZ21EGZFNGNZ5JZRQVEV"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",01JGZ1Z8415GTZE2EWB2MHN6P2,2025-01-07T00:37:47.577986577Z,TRUE,2025-01-07T00:38:25.793444536Z,TRUE,2025-01-07T00:38:25.481154792Z,01JGZ1J1S9HRZETTFT0YBZ9QYK,2025-01-07T00:19:57.620864738Z,38,2025-01-07T00:19:57.620864738Z,65,2025-01-07T00:19:57.620864738Z,2,2025-01-07T00:19:57.620864738Z,4,2025-01-07T00:19:57.620864738Z,/tangrams/402_71.png,2025-01-07T00:38:25.793444536Z,2,2025-01-07T00:19:58.580381851Z,TRUE,2025-01-07T00:37:35.615981237Z,"[""/tangrams/207_159.png"",""/tangrams/402_71.png"",""/tangrams/359_216.png"",""/tangrams/299_305.png""]",2025-01-07T00:19:57.620864738Z,/tangrams/402_71.png,2025-01-07T00:19:57.620864738Z,7,2025-01-07T00:19:57.620864738Z,38,2025-01-07T00:19:57.620864738Z
01JGZ2F5BD7X2QE61YZH8HEYXP,01JGZ1JTF0VX78WKWJN6R8GA1B,2025-01-07T00:26:09.133742707Z,"[{""text"":""What shape"",""sender"":{""id"":""01JGZ1W1EBA4WB7SW4Y5S9Y373"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""1ST SHAPE \n RIGHT"",""sender"":{""id"":""01JGZ1VPDVF3N9XVYQKWC5VSR0"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",01JGZ1VPDVF3N9XVYQKWC5VSR0,2025-01-07T00:28:19.998344694Z,FALSE,2025-01-07T00:28:36.686794755Z,TRUE,2025-01-07T00:28:36.663895606Z,01JGZ1JTFN1FD5A54BCQMJHBNZ,2025-01-07T00:26:09.133742707Z,1,2025-01-07T00:26:09.133742707Z,65,2025-01-07T00:26:09.133742707Z,0,2025-01-07T00:26:09.133742707Z,4,2025-01-07T00:26:09.133742707Z,/tangrams/389_248.png,2025-01-07T00:28:36.686794755Z,2,2025-01-07T00:26:09.597597844Z,TRUE,2025-01-07T00:27:45.299852354Z,"[""/tangrams/143_373.png"",""/tangrams/389_248.png"",""/tangrams/240_212.png"",""/tangrams/75_348.png""]",2025-01-07T00:26:09.133742707Z,/tangrams/240_212.png,2025-01-07T00:26:09.133742707Z,2,2025-01-07T00:26:09.133742707Z,1,2025-01-07T00:26:09.133742707Z
01JGZ2HKR0VEYRMC5FC0KHEF6Z,01JGZ1JZ88SWYYRG2SW3JHB9A4,2025-01-07T00:27:29.408913368Z,,,,,,FALSE,2025-01-07T00:27:29.408913368Z,01JGZ1JZ8NW40KBCX0VGZ5C48M,2025-01-07T00:27:29.408913368Z,36,2025-01-07T00:27:29.408913368Z,65,2025-01-07T00:27:29.408913368Z,2,2025-01-07T00:27:29.408913368Z,4,2025-01-07T00:27:29.408913368Z,,,2,2025-01-07T00:27:31.558990004Z,FALSE,2025-01-07T00:27:29.408913368Z,"[""/tangrams/438_222.png"",""/tangrams/145_446.png"",""/tangrams/383_36.png"",""/tangrams/465_342.png""]",2025-01-07T00:27:29.408913368Z,/tangrams/383_36.png,2025-01-07T00:27:29.408913368Z,5,2025-01-07T00:27:29.408913368Z,36,2025-01-07T00:27:29.408913368Z
01JGZ3BM8AV22C4HSGZ5FKNNJE,01JGZ1HQ2ACP5KAXQKEVQPZFA0,2025-01-07T00:41:41.898628705Z,"[{""text"":""capital e"",""sender"":{""id"":""01JGZ35JFMKR5D7ZCZQRMAXZAB"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",01JGZ35JFMKR5D7ZCZQRMAXZAB,2025-01-07T00:54:24.963973253Z,TRUE,2025-01-07T00:54:36.009731483Z,TRUE,2025-01-07T00:54:35.705784887Z,01JGZ1HQ3BXW69RFKVBQ3Y8K4V,2025-01-07T00:41:41.898628705Z,18,2025-01-07T00:41:41.898628705Z,65,2025-01-07T00:41:41.898628705Z,1,2025-01-07T00:41:41.898628705Z,4,2025-01-07T00:41:41.898628705Z,/tangrams/83_52.png,2025-01-07T00:54:36.009731483Z,2,2025-01-07T00:41:45.981026169Z,TRUE,2025-01-07T00:54:19.816188882Z,"[""/tangrams/436_356.png"",""/tangrams/334_178.png"",""/tangrams/83_52.png"",""/tangrams/349_260.png""]",2025-01-07T00:41:41.898628705Z,/tangrams/83_52.png,2025-01-07T00:41:41.898628705Z,3,2025-01-07T00:41:41.898628705Z,18,2025-01-07T00:41:41.898628705Z
01JGZ3ZPM2V0JXNG3MQG8V973E,01JGZ1HQ2ACP5KAXQKEVQPZFA0,2025-01-07T00:52:39.682854879Z,"[{""text"":""good simple description"",""sender"":{""id"":""01JGZ3TKY23CBK2JNRRAK6CSZC"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}},{""text"":""We're doing great."",""sender"":{""id"":""01JGZ3JVRYF6NH3RSEDXMAK58V"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}},{""text"":""side bowtie"",""sender"":{""id"":""01JGZ3TKY23CBK2JNRRAK6CSZC"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",01JGZ3TKY23CBK2JNRRAK6CSZC,2025-01-07T01:21:30.769452556Z,TRUE,2025-01-07T01:21:38.560169005Z,TRUE,2025-01-07T01:21:38.407851353Z,01JGZ1HQ3D5SE9KTKE87QW9STN,2025-01-07T00:52:39.682854879Z,42,2025-01-07T00:52:39.682854879Z,65,2025-01-07T00:52:39.682854879Z,2,2025-01-07T00:52:39.682854879Z,4,2025-01-07T00:52:39.682854879Z,/tangrams/343_269.png,2025-01-07T01:21:38.560169005Z,2,2025-01-07T00:52:49.000078791Z,TRUE,2025-01-07T01:20:57.45636362Z,"[""/tangrams/343_269.png"",""/tangrams/325_3.png"",""/tangrams/436_13.png"",""/tangrams/209_170.png""]",2025-01-07T00:52:39.682854879Z,/tangrams/343_269.png,2025-01-07T00:52:39.682854879Z,11,2025-01-07T00:52:39.682854879Z,42,2025-01-07T00:52:39.682854879Z
01JGZ46F922JS7ECSG1Y22NEY3,01JGZ2J6YWS750GRPJ6FKAYERT,2025-01-07T00:56:21.538623321Z,"[{""text"":""the eyes one again"",""sender"":{""id"":""01JGZ3VV3C5A6QWRQZS1XEZF12"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",01JGZ3VV3C5A6QWRQZS1XEZF12,2025-01-07T01:41:08.540278313Z,TRUE,2025-01-07T01:41:19.663907598Z,TRUE,2025-01-07T01:41:19.511806004Z,01JGZ2J7237RK699F2RP9MBZAC,2025-01-07T00:56:21.538623321Z,54,2025-01-07T00:56:21.538623321Z,65,2025-01-07T00:56:21.538623321Z,3,2025-01-07T00:56:21.538623321Z,4,2025-01-07T00:56:21.538623321Z,/tangrams/176_121.png,2025-01-07T01:41:19.663907598Z,2,2025-01-07T00:56:35.393266894Z,TRUE,2025-01-07T01:40:58.854998262Z,"[""/tangrams/101_24.png"",""/tangrams/345_91.png"",""/tangrams/250_57.png"",""/tangrams/176_121.png""]",2025-01-07T00:56:21.538623321Z,/tangrams/176_121.png,2025-01-07T00:56:21.538623321Z,7,2025-01-07T00:56:21.538623321Z,54,2025-01-07T00:56:21.538623321Z
01JGZ1X5SR1DAPEH9KVNQQGYFP,01JGZ1J4W56VM27P6SXN8FAEF4,2025-01-07T00:16:19.768443361Z,"[{""text"":""M"",""sender"":{""id"":""01JGZ1STC3KCA5ZBRR6JQ5QT7E"",""name"":""Minu"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Minu""}}]",01JGZ1STC3KCA5ZBRR6JQ5QT7E,2025-01-07T00:40:44.970189746Z,TRUE,2025-01-07T00:40:50.718204164Z,TRUE,2025-01-07T00:40:50.659220099Z,01JGZ1J4WMY7MA81TRZB8H2YG3,2025-01-07T00:16:19.768443361Z,60,2025-01-07T00:16:19.768443361Z,65,2025-01-07T00:16:19.768443361Z,3,2025-01-07T00:16:19.768443361Z,4,2025-01-07T00:16:19.768443361Z,/tangrams/85_112.png,2025-01-07T00:40:50.718204164Z,2,2025-01-07T00:16:20.991782869Z,TRUE,2025-01-07T00:40:39.705437839Z,"[""/tangrams/85_112.png"",""/tangrams/268_300.png"",""/tangrams/359_159.png"",""/tangrams/402_269.png""]",2025-01-07T00:16:19.768443361Z,/tangrams/85_112.png,2025-01-07T00:16:19.768443361Z,13,2025-01-07T00:16:19.768443361Z,60,2025-01-07T00:16:19.768443361Z
01JGZ46HE44JKBTDV6W4QW0AP5,01JGZ2J6YWS750GRPJ6FKAYERT,2025-01-07T00:56:23.748435676Z,"[{""text"":""it look like letter M but adjacent"",""sender"":{""id"":""01JGZ37TNV9YXE9AT99DY97WAH"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",01JGZ37TNV9YXE9AT99DY97WAH,2025-01-07T01:12:15.911897165Z,FALSE,2025-01-07T01:12:29.071194212Z,TRUE,2025-01-07T01:12:28.990570441Z,01JGZ2J7237RK699F2RP9MBZAC,2025-01-07T00:56:23.748435676Z,15,2025-01-07T00:56:23.748435676Z,65,2025-01-07T00:56:23.748435676Z,0,2025-01-07T00:56:23.748435676Z,4,2025-01-07T00:56:23.748435676Z,/tangrams/101_24.png,2025-01-07T01:12:29.071194212Z,2,2025-01-07T00:56:27.654160341Z,TRUE,2025-01-07T01:11:47.003205689Z,"[""/tangrams/101_24.png"",""/tangrams/432_262.png"",""/tangrams/181_84.png"",""/tangrams/176_121.png""]",2025-01-07T00:56:23.748435676Z,/tangrams/432_262.png,2025-01-07T00:56:23.748435676Z,16,2025-01-07T00:56:23.748435676Z,15,2025-01-07T00:56:23.748435676Z
01JGZ4P9M1PY04FTRZESD4AB13,01JGZ3FW0DTMTAGQ58VA8P6MEE,2025-01-07T01:05:00.033390677Z,,,,,,FALSE,2025-01-07T01:05:00.033390677Z,01JGZ3FW5F9PB6GEQ6P3RC6MSC,2025-01-07T01:05:00.033390677Z,12,2025-01-07T01:05:00.033390677Z,65,2025-01-07T01:05:00.033390677Z,0,2025-01-07T01:05:00.033390677Z,4,2025-01-07T01:05:00.033390677Z,,,2,2025-01-07T01:05:08.869830087Z,FALSE,2025-01-07T01:05:00.033390677Z,"[""/tangrams/349_314.png"",""/tangrams/343_388.png"",""/tangrams/25_203.png"",""/tangrams/119_1.png""]",2025-01-07T01:05:00.033390677Z,/tangrams/349_314.png,2025-01-07T01:05:00.033390677Z,13,2025-01-07T01:05:00.033390677Z,12,2025-01-07T01:05:00.033390677Z
01JGZ4PBX0EQ4X33NHD38CZCW3,01JGZ3FW0DTMTAGQ58VA8P6MEE,2025-01-07T01:05:02.368810132Z,,,,,,FALSE,2025-01-07T01:05:02.368810132Z,01JGZ3FW5F9PB6GEQ6P3RC6MSC,2025-01-07T01:05:02.368810132Z,41,2025-01-07T01:05:02.368810132Z,65,2025-01-07T01:05:02.368810132Z,2,2025-01-07T01:05:02.368810132Z,4,2025-01-07T01:05:02.368810132Z,,,2,2025-01-07T01:05:17.899268945Z,FALSE,2025-01-07T01:05:02.368810132Z,"[""/tangrams/387_466.png"",""/tangrams/96_344.png"",""/tangrams/293_34.png"",""/tangrams/450_407.png""]",2025-01-07T01:05:02.368810132Z,/tangrams/450_407.png,2025-01-07T01:05:02.368810132Z,10,2025-01-07T01:05:02.368810132Z,41,2025-01-07T01:05:02.368810132Z
01JGZ46GAWDV0Z12GFF4RK4XSP,01JGZ2J6YWS750GRPJ6FKAYERT,2025-01-07T00:56:22.620068524Z,"[{""text"":""two sharp object at the top and botton left"",""sender"":{""id"":""01JGZ37TNV9YXE9AT99DY97WAH"",""name"":""Repi"",""avatar"":""https://api.dicebear.com/8.x/rings/svg?seed=Repi""}}]",01JGZ37TNV9YXE9AT99DY97WAH,2025-01-07T01:23:09.383840364Z,FALSE,2025-01-07T01:23:26.079567704Z,TRUE,2025-01-07T01:23:25.990312523Z,01JGZ2J7237RK699F2RP9MBZAC,2025-01-07T00:56:22.620068524Z,29,2025-01-07T00:56:22.620068524Z,65,2025-01-07T00:56:22.620068524Z,1,2025-01-07T00:56:22.620068524Z,4,2025-01-07T00:56:22.620068524Z,/tangrams/175_292.png,2025-01-07T01:23:26.079567704Z,2,2025-01-07T00:56:30.521124979Z,TRUE,2025-01-07T01:22:34.49186294Z,"[""/tangrams/389_237.png"",""/tangrams/175_292.png"",""/tangrams/315_159.png"",""/tangrams/48_231.png""]",2025-01-07T00:56:22.620068524Z,/tangrams/48_231.png,2025-01-07T00:56:22.620068524Z,14,2025-01-07T00:56:22.620068524Z,29,2025-01-07T00:56:22.620068524Z
